	Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxonomy
ASV7248	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	o:Planctomycetales
ASV7249	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV7250	Bacteria	WS4	NA	NA	NA	NA	NA	p:WS4
ASV7251	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	NA	g:Rubinisphaera
ASV7252	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	marina	Oceanisphaera marina
ASV7253	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_Incertae_Sedis	Unknown_Family	Acuticoccus	NA	g:Acuticoccus
ASV7254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV7255	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	f:Solirubrobacteraceae
ASV7256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	robiniae	Tardiphaga robiniae
ASV7257	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	f:Legionellaceae
ASV7258	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	NA	g:Gordonia
ASV7259	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	NA	g:Methanobrevibacter
ASV7260	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	g:Iamia
ASV7261	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Ruminiclostridium	NA	g:Ruminiclostridium
ASV7262	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	f:JG30-KF-CM45
ASV7263	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV7264	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV7265	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	f:Vermiphilaceae
ASV7266	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	o:Gaiellales
ASV7267	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	p:Proteobacteria
ASV7268	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA	c:Planctomycetes
ASV7269	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA	f:Nitriliruptoraceae
ASV7270	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA	f:Micavibrionaceae
ASV7271	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA	p:SAR324_clade(Marine_group_B)
ASV7272	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	NA	g:Dokdonia
ASV7273	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7274	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV7275	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV7276	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV7277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA	g:Pedomicrobium
ASV7278	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA	o:KI89A_clade
ASV7279	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	g:Coxiella
ASV7280	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	c:TK10
ASV7281	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	c:Clostridia
ASV7282	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	NA	g:Methanoculleus
ASV7283	Bacteria	Firmicutes	Clostridia	Clostridia_or	Gracilibacteraceae	Gracilibacter	NA	g:Gracilibacter
ASV7284	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	f:UCG-010
ASV7285	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	HN-HF0106	NA	g:HN-HF0106
ASV7286	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	NA	g:Brevibacillus
ASV7287	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA	f:Rubritaleaceae
ASV7288	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermatophilaceae	Kineosphaera	NA	g:Kineosphaera
ASV7289	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV7290	Bacteria	Armatimonadota	NA	NA	NA	NA	NA	p:Armatimonadota
ASV7291	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	f:67-14
ASV7292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	f:Xanthobacteraceae
ASV7293	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA	f:Vibrionaceae
ASV7294	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	f:Legionellaceae
ASV7295	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	kobensis	Paenibacillus kobensis
ASV7296	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA	g:Acidothermus
ASV7297	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermobispora	NA	g:Thermobispora
ASV7298	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas	NA	g:Algimonas
ASV7299	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7300	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus	NA	g:Falsibacillus
ASV7301	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA	f:Desulfocapsaceae
ASV7302	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7303	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7304	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella	NA	g:Yoonia-Loktanella
ASV7305	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	g:Luteolibacter
ASV7306	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV7307	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Marimicrobium	NA	g:Marimicrobium
ASV7308	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA	f:Leptotrichiaceae
ASV7309	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	NA	g:Gramella
ASV7310	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7311	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA	NA	f:Arcobacteraceae
ASV7312	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_9	NA	NA	NA	o:Subgroup_9
ASV7313	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA	g:Desulfosporosinus
ASV7314	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	NA	o:OPB41
ASV7315	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV7316	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	granulorum	Quadrisphaera granulorum
ASV7317	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	g:Sphingomonas
ASV7318	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA	g:Lachnoclostridium
ASV7319	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	NA	f:Streptomycetaceae
ASV7320	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Litorilinea	NA	g:Litorilinea
ASV7321	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	c:Alphaproteobacteria
ASV7322	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Hydrogenispora	NA	g:Hydrogenispora
ASV7323	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	f:JG30-KF-CM45
ASV7324	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV7325	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	f:Diplorickettsiaceae
ASV7326	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA	f:Rubinisphaeraceae
ASV7327	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	f:Gemmataceae
ASV7328	Bacteria	Firmicutes	Bacilli	Haloplasmatales	Haloplasmataceae	Haloplasma	NA	g:Haloplasma
ASV7329	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	g:Arthrobacter
ASV7330	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	g:Coxiella
ASV7331	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	f:67-14
ASV7332	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7333	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA	NA	f:Symbiobacteraceae
ASV7334	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	o:Planctomycetales
ASV7335	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	g:Anaeromyxobacter
ASV7336	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV7337	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	NA	g:Phaeobacter
ASV7338	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Orenia	NA	g:Orenia
ASV7339	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	o:Gaiellales
ASV7340	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13	subterminale/sulfidigenes	Clostridium_sensu_stricto_13 subterminale/sulfidigenes
ASV7341	Bacteria	Firmicutes	BRH-c20a	NA	NA	NA	NA	c:BRH-c20a
ASV7342	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	f:Clostridiaceae
ASV7343	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA	f:Ktedonobacteraceae
ASV7344	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA	f:Ktedonobacteraceae
ASV7345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV7346	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	NA	g:Tumebacillus
ASV7347	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	f:UCG-010
ASV7348	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	o:Gastranaerophilales
ASV7349	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	c:KD4-96
ASV7350	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV7351	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7352	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA	g:Psychrobacter
ASV7353	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA	g:Sandaracinus
ASV7354	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7355	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA	c:Planctomycetes
ASV7356	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	f:Gemmataceae
ASV7357	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter	NA	g:Algibacter
ASV7358	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA	f:Rubritaleaceae
ASV7359	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	g:Bdellovibrio
ASV7360	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7361	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	f:Cyclobacteriaceae
ASV7362	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7363	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	NA	NA	f:Demequinaceae
ASV7364	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA	g:Erysipelothrix
ASV7365	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	g:Arthrobacter
ASV7366	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	pecuniae	Roseomonas pecuniae
ASV7367	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	c:Alphaproteobacteria
ASV7368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	o:Rhizobiales
ASV7369	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	g:Legionella
ASV7370	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV7371	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV7372	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA	g:Anaerostipes
ASV7373	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	marinquilinus	Nocardioides marinquilinus
ASV7374	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA	f:Gemmataceae
ASV7375	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA	NA	f:Geminicoccaceae
ASV7376	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA	o:Chlamydiales
ASV7377	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7378	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV7379	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	NA	g:Geminicoccus
ASV7380	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV7381	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA	o:WCHB1-41
ASV7382	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV7383	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV7384	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	g:Iamia
ASV7385	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	desulfuricans	Gordonia desulfuricans
ASV7386	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA	o:EC3
ASV7387	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV7389	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV7390	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	NA	g:Neorickettsia
ASV7391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus	NA	g:Tepidamorphus
ASV7392	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA	f:Legionellaceae
ASV7393	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	NA	g:Caproiciproducens
ASV7394	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7395	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	NA	g:Sedimenticola
ASV7396	Bacteria	Verrucomicrobiota	Kiritimatiellae	113B434	NA	NA	NA	o:113B434
ASV7397	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA	g:Anaerovorax
ASV7398	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	g:Rhodopirellula
ASV7399	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	o:Clostridiales
ASV7400	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	o:Babeliales
ASV7401	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA	o:WCHB1-41
ASV7402	Bacteria	Verrucomicrobiota	Lentisphaeria	P.palmC41	NA	NA	NA	o:P.palmC41
ASV7403	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	g:Pirellula
ASV7404	Bacteria	Latescibacterota	NA	NA	NA	NA	NA	p:Latescibacterota
ASV7405	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7406	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA	c:Anaerolineae
ASV7407	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV7408	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Martelella	NA	g:Martelella
ASV7409	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	g:Roseomonas
ASV7410	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii/septicus	Acinetobacter baumannii/septicus
ASV7412	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA	g:Thiothrix
ASV7413	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV7414	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA	NA	f:Nitrincolaceae
ASV7416	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA	o:Chitinophagales
ASV7417	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella	NA	g:Rickettsiella
ASV7418	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	p:Proteobacteria
ASV7419	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA	g:Coxiella
ASV7420	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA	NA	f:Paenibacillaceae
ASV7421	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	01D2Z36	NA	NA	f:01D2Z36
ASV7422	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	NA	g:Clostridium_sensu_stricto_1
ASV7423	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	NA	g:Candidatus_Protochlamydia
ASV7424	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	NA	g:Actinomadura
ASV7425	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	NA	g:Defluviicoccus
ASV7426	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aurantimonas	NA	g:Aurantimonas
ASV7428	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	NA	g:Sva0996_marine_group
ASV7429	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA	g:Pajaroellobacter
ASV7430	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7431	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7432	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	NA	g:Frisingicoccus
ASV7433	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	g:Pir4_lineage
ASV7434	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA	f:DEV007
ASV7435	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA	o:Oligoflexales
ASV7436	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	c:Alphaproteobacteria
ASV7437	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea	NA	g:Parahaliea
ASV7438	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7439	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA	g:Candidatus_Berkiella
ASV7440	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	f:Anaerolineaceae
ASV7441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	f:Rhodobacteraceae
ASV7442	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	f:JG30-KF-CM45
ASV7443	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	NA	g:Desulforhopalus
ASV7444	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts	NA	g:endosymbionts
ASV7445	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA	o:Babeliales
ASV7446	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2_lineage	NA	g:Pir2_lineage
ASV7447	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA	f:Caldilineaceae
ASV7448	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	c:OM190
ASV7449	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	f:Pirellulaceae
ASV7450	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	f:Cyclobacteriaceae
ASV7451	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA	g:Woeseia
ASV7452	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Marinobacterium	NA	g:Marinobacterium
ASV7453	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA	f:Verrucomicrobiaceae
ASV7454	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7455	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	f:67-14
ASV7456	Bacteria	Actinobacteriota	RBG-16-55-12	NA	NA	NA	NA	c:RBG-16-55-12
ASV7457	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	NA	g:Lutibacter
ASV7458	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas	NA	g:Syntrophomonas
ASV7459	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	NA	NA	NA	o:ADurb.Bin180
ASV7460	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	NA	g:Nannocystis
ASV7461	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	NA	g:Pediococcus
ASV7462	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	f:Clostridiaceae
ASV7463	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	endophytica/soli	Pseudonocardia endophytica/soli
ASV7464	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	NA	g:Clostridium_sensu_stricto_12
ASV7465	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA	g:Romboutsia
ASV7466	Bacteria	Firmicutes	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	NA	g:Desulfitibacter
ASV7467	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA	f:Gimesiaceae
ASV7468	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	c:Gammaproteobacteria
ASV7469	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA	o:Microtrichales
ASV7470	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	g:Conexibacter
